text,label_bias
"Mexico said on Monday it would reject a U.S. idea to take in all Central American asylum seekers if it is raised at talks this week with the Trump administration, which has threatened to impose tariffs if Mexico does not crack down on illegal immigration.",Non-biased
Miami recently declared a climate emergency since it faces an existential threat as it battles rising sea levels and increasingly violent Atlantic storms.,Non-biased
Michael Kranish of the Washington PostÂ also published a lengthy article detailing Bloombergâ€™s verbal diarrhea when it came to expressing his uglier views on women.Â ,Biased
"Michael Mann, arguably the worldâ€™s no. 1 climate alarmist, goes on to make proclamations that only a publication as ideologically compromised as the Guardian would think to publish.",Biased
"Michelle Williams won a Golden Globe for her role in ""Fosse/Verdon"" on Sunday night, but perhaps her biggest moment came during her acceptance speech when she defended abortion rights and encouraged women to vote ""in your own self-interest.""",Non-biased
"Microsoft CorpÂ MSFT.OÂ on Tuesday set a five-year diversity goal to address racial inequality at its offices, following protests over police brutality against African Americans in the United States.",Non-biased
"Microsoft has announced an ambitious effort to make voting secure, verifiable and subject to reliable audits by registering ballots in encrypted form so they can be accurately and independently tracked long after they are cast.",Non-biased
"Middle-class exodus:Â From 2007 to 2016, CaliforniaÂ lostÂ a net million residents â€” some 2.5% of its population (which still grows due to births and immigration).Â ",Biased
Migrants in the United States sent about $103 billion in mostly untaxed remittances to six foreign countries last year â€” including about $19 billion to China.,Non-biased
Mike Pompeo is the real Iran war hawk: An evangelical Christian and hardline neocon has quietly become a dangerous power player,Biased
"Military ships and aircraft have been deployed to coastal communities in southeastern Australia cut off by raging wildfires that have raced towards the coast, trapping thousands as the death toll from the apocalyptic blazes continues to grow.",Non-biased
Miller is considered the â€œarchitectâ€ of the Trump administrationâ€™s most cruel policyâ€”separating parents from their young children after they crossed the U.S.-Mexico border.,Biased
"Miller is the architect of President Donald Trump's hardline immigration policies that have separated children from parents, forced people seeking asylum in the U.S. to wait in Mexico under squalid conditions, instituted the Muslim ban and poured money from the military into border wall construction.",Biased
Millions of Americans are counting on a COVID-19 vaccine to curb the global pandemic and return life to normal.,Non-biased
"Millions of Americans have been demonstrating against police brutality and racial inequality since the May 25 killing of George Floyd, a 46-year-old Black man who died after a white Minneapolis police officer knelt on his neck for nearly nine minutes.",Non-biased
"Minhaj, who used to appear on â€œThe Daily Showâ€ before getting his own Netflix series, â€œPatriot Act,â€ last year, aired an episode in February in which he broke down the often confusing but debilitating problem of crushing student loan debt in the United States.",Biased
"Mississippiâ€™s Republican governor signed one of Americaâ€™s strictest abortion bills on Thursday banning women from obtaining an abortion once a fetal heartbeat is detected, which can often occur before a woman even realizes she is pregnant.",Non-biased
"Missouri State Auditor Nicole Galloway, who is running for governor, is accused of potentially misusing Missouriansâ€™ taxpayer dollars to her advance her political career.",Non-biased
"Mnuchin aroused controversy last week after he told reporters at the World Economic Forum in Davos, Switzerland, that he did not consider the outspoken Thunberg to be a legitimate critic of fossil fuel investments.",Non-biased
"Model and left-wing activist Emily Ratajkowski celebrated Easter Sunday, the most important day in the Christian calendar, by posting racy photos of herself in a thong.",Biased
"Monday for his showâ€™s opening monologue, Fox News Channelâ€™s Tucker Carlson gave a scathing criticism of the Black Lives Matter Movement for the violent tactics it has used to rise to power and questioned many Republicans for their unwillingness to stand up to oppose those tactics.",Biased
"Monday's incident at the Suchiate River, which separates Mexico and Guatemala, underscores the challenges facing Mexican authorities tasked with containing the large group of migrants at the behest of the Trump administration.",Non-biased
"Month by month, the cost of wasting so much money on weaponry and other military expenses grows higher, as defense contractor salaries continue to be fattened at taxpayer expense, while public health resources areÂ robbedÂ of financial support.",Biased
"More Americans are trying to buy guns than ever, according to FBI data. The bureau conducted 93% more background checks in that March through July period this year as compared with the same period the previous year, when it conducted 3.03 million checks.",Non-biased
